,FIXME:hgv:state_network,NOTE,abandoned:railway,access,addr:city,addr:country,addr:full,addr:housename,addr:housenumber,addr:note,addr:postcode,addr:state,addr:street,admin_level,alt_name,amenity,architect,architect:wikidata,architect:wikipedia,area,area:highway,artist:wikidata,artist:wikipedia,artist_name,artwork_type,attraction,atv,automatic_door,backrest,barrier,bench,bicycle,bin,boundary,branch,brand,brand:wikidata,brand:wikipedia,bridge,building,building:architecture,building:cladding,building:colour,building:levels,building:material,building:part,building:shape,building:year_built,bus,button_operated,camera:mount,camera:type,change,change:lanes,check_date,colour,computer:repair,covered,crossing,crossing:island,cuisine,cycleway,cycleway:left,cycleway:right,departures_board,description,destination,destination:ref,destination:ref:to,direction,disused:amenity,disused:name,dog,door,drinking_water,ele,elevation,entrance,expressway,fee,fence_type,ferry,fixme,floating,foot,foot:left,footway,fountain,garden:type,gauge,gnis:county_id,gnis:county_name,gnis:created,gnis:feature_id,gnis:import_uuid,gnis:reviewed,gnis:state_id,height,heritage,heritage:operator,hgv,hgv:state_network,highway,historic,hoops,horse,image,indoor,information,inscription,intermittent,internet_access,internet_access:fee,junction,kerb,kerb:height,lamp_mount,landuse,lane_markings,lanes,lanes:backward,lanes:forward,lastcheck,layer,lcn,leisure,level,lit,loc_name,location,locked,man_made,map_size,map_type,mapillary,material,max_level,maxspeed,maxspeed:advisory,memorial,military,min_height,min_level,mobile_phone:repair,mooring,motor_vehicle,motorcycle,name,name:ar,name:bg,name:de,name:el,name:en,name:etymology:wikidata,name:fa,name:fr,name:he,name:hi,name:hr,name:ja,name:kn,name:ko,name:lt,name:ml,name:pl,name:railroad,name:railway,name:ru,name:signed,name:uk,name:zh,name_1,name_2,natural,network,noname,note,note:old_railway_operator,nycdoitt:bin,nysdot_ref,nysgissam:nysaddresspointid,nysgissam:review,office,official_name,old_name,old_railway_operator,old_ref,oneway,opening_hours,opening_hours:url,operator,operator:official,operator:short,operator:wikidata,operator:wikipedia,outdoor_seating,overtaking,parking,passenger_information_display,payment:american_express,payment:cash,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:jcb,payment:mastercard,payment:visa,payment:wolfie_wallet,phone,piste:grooming,piste:type,place,public_transport,railway,rcn,rcn_ref,ref,ref:nrhp,roof:colour,roof:direction,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,route_ref,sac_scale,seamark:type,seasonal,segregated,shelter_type,shop,short_name,sidewalk,ski,smoking,smoothness,snowmobile,source,source:data,source:hgv:state_network,source:highway,source:imagery,source:shape,sport,start_date,stroller,subject,surface,surface:colour,surveillance,surveillance:type,survey:date,swimming_pool,tactile_paving,theatre1:name,theatre2:name,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_type,tiger:name_type_1,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_right,tourism,townhall:type,traffic_calming,traffic_signals,traffic_signals:direction,traffic_signals:sound,traffic_signals:vibration,tunnel,turn,turn:lanes,turn:lanes:backward,turn:lanes:forward,unisex,url,wall,water,website,website:alternate,wheelchair,width,wikidata,wikipedia,geometry
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0123458 40.7025336, -74.0123458 40.7025388, -74.012343 40.7025436, -74.0123378 40.702547, -74.0123312 40.7025486, -74.0123244 40.702548, -74.0123184 40.7025454, -74.0123144 40.7025412, -74.0123125 40.7025349, -74.0123105 40.7025284, -74.0122922 40.7024691, -74.0122936 40.702464, -74.0122977 40.7024598, -74.0123037 40.7024572, -74.0123106 40.7024567, -74.0123171 40.7024584, -74.0123222 40.7024619, -74.0123249 40.7024663, -74.0123263 40.7024709, -74.0123285 40.7024778, -74.0123305 40.7024845, -74.0123458 40.7025336)"
3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0123458 40.7025388, -74.012343 40.7025436, -74.0123378 40.702547, -74.0123312 40.7025486, -74.0123244 40.702548, -74.0123184 40.7025454, -74.0123144 40.7025412, -74.0123125 40.7025349, -74.0123105 40.7025284, -74.0122922 40.7024691, -74.0122936 40.702464, -74.0122977 40.7024598, -74.0123037 40.7024572, -74.0123106 40.7024567, -74.0123171 40.7024584, -74.0123222 40.7024619, -74.0123249 40.7024663, -74.0123263 40.7024709, -74.0123285 40.7024778, -74.0123305 40.7024845, -74.0123458 40.7025336, -74.0123458 40.7025388))"
2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.012366 40.7025672, -74.0123359 40.7025798, -74.0123441 40.7025911, -74.0123742 40.7025786, -74.012366 40.7025672)"
3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0123441 40.7025911, -74.0123359 40.7025798, -74.012366 40.7025672, -74.0123742 40.7025786, -74.0123441 40.7025911))"
2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0120029 40.7026472, -74.0120029 40.7026524, -74.012 40.7026572, -74.0119949 40.7026607, -74.0119883 40.7026622, -74.0119815 40.7026617, -74.0119755 40.702659, -74.0119715 40.7026548, -74.0119696 40.7026486, -74.0119676 40.702642, -74.0119492 40.7025828, -74.0119507 40.7025777, -74.0119548 40.7025734, -74.0119608 40.7025709, -74.0119676 40.7025703, -74.0119742 40.702572, -74.0119793 40.7025755, -74.011982 40.7025799, -74.0119845 40.7025881, -74.0119866 40.7025947, -74.0119886 40.7026014, -74.0120029 40.7026472)"
3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0120029 40.7026524, -74.012 40.7026572, -74.0119949 40.7026607, -74.0119883 40.7026622, -74.0119815 40.7026617, -74.0119755 40.702659, -74.0119715 40.7026548, -74.0119696 40.7026486, -74.0119676 40.702642, -74.0119492 40.7025828, -74.0119507 40.7025777, -74.0119548 40.7025734, -74.0119608 40.7025709, -74.0119676 40.7025703, -74.0119742 40.702572, -74.0119793 40.7025755, -74.011982 40.7025799, -74.0119845 40.7025881, -74.0119866 40.7025947, -74.0119886 40.7026014, -74.0120029 40.7026472, -74.0120029 40.7026524))"
2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0121573 40.7026554, -74.0121272 40.702668, -74.0121354 40.7026793, -74.0121655 40.7026668, -74.0121573 40.7026554)"
3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0121354 40.7026793, -74.0121272 40.702668, -74.0121573 40.7026554, -74.0121655 40.7026668, -74.0121354 40.7026793))"
2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0118731 40.7027062, -74.0118731 40.7027114, -74.0118702 40.7027162, -74.0118651 40.7027196, -74.0118585 40.7027212, -74.0118517 40.7027206, -74.0118457 40.702718, -74.0118417 40.7027137, -74.0118369 40.7026986, -74.0118348 40.7026918, -74.0118326 40.7026847, -74.0118268 40.7026664, -74.0118283 40.7026613, -74.0118323 40.7026571, -74.0118383 40.7026545, -74.0118452 40.702654, -74.0118517 40.7026556, -74.0118568 40.7026591, -74.0118583 40.7026615, -74.0118595 40.7026635, -74.0118609 40.7026679, -74.0118628 40.7026739, -74.0118731 40.7027062)"
3531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0118731 40.7027114, -74.0118702 40.7027162, -74.0118651 40.7027196, -74.0118585 40.7027212, -74.0118517 40.7027206, -74.0118457 40.702718, -74.0118417 40.7027137, -74.0118369 40.7026986, -74.0118348 40.7026918, -74.0118326 40.7026847, -74.0118268 40.7026664, -74.0118283 40.7026613, -74.0118323 40.7026571, -74.0118383 40.7026545, -74.0118452 40.702654, -74.0118517 40.7026556, -74.0118568 40.7026591, -74.0118583 40.7026615, -74.0118595 40.7026635, -74.0118609 40.7026679, -74.0118628 40.7026739, -74.0118731 40.7027062, -74.0118731 40.7027114))"
3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0120163 40.7027257, -74.0120091 40.702714, -74.0120402 40.7027029, -74.0120474 40.7027146, -74.0120163 40.7027257))"
2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0120402 40.7027029, -74.0120091 40.702714, -74.0120163 40.7027257, -74.0120474 40.7027146, -74.0120402 40.7027029)"
4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0119086 40.7027497, -74.0118766 40.7027593, -74.0118829 40.7027713, -74.0119149 40.7027618, -74.0119086 40.7027497)"
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0130506 40.7022803)
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0138782 40.7022808)
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0139382 40.7023708)
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0143066 40.702487)
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all 1 trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,POINT (-74.014497 40.7027912)
4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0144655 40.7028853, -74.0144585 40.7028731, -74.0144746 40.7028678, -74.0144816 40.7028799, -74.0144655 40.7028853))"
2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0144816 40.7028799, -74.0144746 40.7028678, -74.0144585 40.7028731, -74.0144655 40.7028853, -74.0144816 40.7028799)"
2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0145177 40.7029662, -74.0145125 40.7029535, -74.0144957 40.7029574, -74.0145009 40.7029701, -74.0145177 40.7029662)"
4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0145009 40.7029701, -74.0144957 40.7029574, -74.0145125 40.7029535, -74.0145177 40.7029662, -74.0145009 40.7029701))"
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0145016 40.7030884)
2929,,,,,New York,,,,,,,NY,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixie Scout Canteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pixiescout.com/canteen,,,,,,"LINESTRING (-74.0160859 40.7025362, -74.0160779 40.7025313, -74.0160699 40.7025218, -74.0160657 40.7025106, -74.0160673 40.702498, -74.0160729 40.7024874, -74.0160823 40.7024783, -74.016093 40.7024735, -74.0161038 40.7024718, -74.0161138 40.7024732, -74.0161232 40.7024789, -74.0161309 40.7024879, -74.0161343 40.7025001, -74.016134 40.7025121, -74.0161307 40.7025207, -74.0161231 40.7025297, -74.0161145 40.7025359, -74.0161056 40.7025384, -74.0160953 40.7025389, -74.0160859 40.7025362)"
4364,,,,,New York,,,,,,,NY,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixie Scout Canteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pixiescout.com/canteen,,,,,,"POLYGON ((-74.016134 40.7025121, -74.0161307 40.7025207, -74.0161231 40.7025297, -74.0161145 40.7025359, -74.0161056 40.7025384, -74.0160953 40.7025389, -74.0160859 40.7025362, -74.0160779 40.7025313, -74.0160699 40.7025218, -74.0160657 40.7025106, -74.0160673 40.702498, -74.0160729 40.7024874, -74.0160823 40.7024783, -74.016093 40.7024735, -74.0161038 40.7024718, -74.0161138 40.7024732, -74.0161232 40.7024789, -74.0161309 40.7024879, -74.0161343 40.7025001, -74.016134 40.7025121))"
4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0170834 40.7028839, -74.0167929 40.7025513, -74.0168076 40.7025439, -74.0170982 40.7028765, -74.0170834 40.7028839))"
2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0170982 40.7028765, -74.0168076 40.7025439, -74.0167929 40.7025513, -74.0170834 40.7028839, -74.0170982 40.7028765)"
3354,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,splash_pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bosque Fountain,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0166144 40.7027838, -74.0166032 40.7028077, -74.0165822 40.7028275, -74.0165537 40.7028409, -74.0165223 40.7028464, -74.0164902 40.7028439, -74.0164607 40.7028338, -74.0164371 40.7028172, -74.0164217 40.7027957, -74.0164162 40.7027715, -74.0164211 40.7027474, -74.016436 40.7027256, -74.0164592 40.7027086, -74.0164883 40.7026981, -74.0165216 40.7026953, -74.0165543 40.7027009, -74.0165827 40.7027145, -74.0166035 40.7027343, -74.0166145 40.7027583, -74.0166144 40.7027838))"
