,access,bicycle,bridge,bridge:movable,bridge:name,bridge:wikidata,bridge:wikipedia,button_operated,check_date:surface,condition,construction,covered,crossing,crossing:island,crossing:markings,cutting,cycleway,description,foot,foot:conditional,footway,handrail,handrail:left,handrail:right,highway,horse,incline,inline_skates,kerb,lanes,layer,lcn,level,lit,motor_vehicle,name,name:pronunciation,name:ru,note,oneway,oneway:bicycle,oneway:foot,operator,ramp,ramp:bicycle,ramp:stroller,segregated,sidewalk,ski,smoothness,snowmobile,source,step_count,stroller,surface,tactile_paving,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,tunnel,wheelchair,width,wikidata,wikipedia,geometry
5094,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0124926 40.7015889, -74.0125258 40.7016979, -74.0125335 40.701723, -74.0125487 40.701773, -74.0125578 40.7018022, -74.0125745 40.7018558, -74.0125891 40.7018787, -74.0126056 40.701901, -74.0126132 40.7019202, -74.012637 40.7020051, -74.012647 40.7020452, -74.0126629 40.7021089, -74.0126631 40.7021215, -74.0126577 40.7021401, -74.012656 40.7021529, -74.0126662 40.7021944, -74.0126912 40.7022958, -74.0126953 40.7023136, -74.0127165 40.7024081, -74.0126541 40.7024237, -74.0126228 40.7024351, -74.0124988 40.7024887, -74.0124328 40.7025164, -74.0123673 40.702544, -74.0123001 40.7025727, -74.0122251 40.7026059, -74.0120822 40.7026617, -74.0120341 40.7026788, -74.0119666 40.7027027, -74.0119401 40.7027121, -74.0119016 40.7027243, -74.0118221 40.7027496, -74.0116575 40.7028018, -74.0115889 40.7028218, -74.0115558 40.7028312)"
23103,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0136819 40.7022864, -74.0137255 40.7022813)"
23113,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0136819 40.7022864, -74.0136847 40.7023032)"
23112,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0129237 40.7023424, -74.0129172 40.7023019)"
23102,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0138782 40.7022808, -74.0139018 40.7022829, -74.0139221 40.70229, -74.0139433 40.7023048, -74.0139708 40.7023335, -74.0139382 40.7023708)"
23111,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0127216 40.7024288, -74.0127165 40.7024081, -74.0127521 40.702399)"
23114,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0137171 40.7024607, -74.0137179 40.7024666, -74.0137158 40.7024729)"
23108,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0129417 40.7024788, -74.0129547 40.7025166)"
23101,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0138195 40.7025117, -74.0138055 40.7025272)"
23110,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0127703 40.7025713, -74.0127564 40.7025343)"
23109,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0128225 40.7025521, -74.0127703 40.7025713)"
75,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0137539 40.7030698, -74.0139411 40.7030756, -74.0141834 40.7030946, -74.0142772 40.7031019, -74.0142602 40.7030481, -74.0142287 40.7029668, -74.0141959 40.7028997, -74.0141583 40.7028453, -74.0140738 40.7027619, -74.0139138 40.7026177, -74.0138505 40.7025632, -74.0138055 40.7025272, -74.0137532 40.7024928, -74.0137406 40.7024854, -74.0137158 40.7024729, -74.0136892 40.7024623, -74.0136541 40.7024529, -74.0136085 40.7024518, -74.0135428 40.7024559, -74.013524 40.7024605, -74.0135032 40.7024712, -74.0134797 40.7024839, -74.0134442 40.702493, -74.0130961 40.7025053, -74.0129949 40.7025083, -74.0129547 40.7025166, -74.0129285 40.702522, -74.0129106 40.7025262)"
5098,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0125959 40.7031432, -74.0124357 40.7028346, -74.0127958 40.7027411, -74.0128901 40.7030632)"
22862,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0124886 40.7031686, -74.0123319 40.7028593, -74.0116383 40.7030433, -74.011615 40.70305, -74.0115958 40.7030551)"
23404,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0129067 40.7030605, -74.0129638 40.7030655)"
23477,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0128966 40.7030793, -74.0128901 40.7030632, -74.0129067 40.7030605)"
23478,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0129 40.7030906, -74.0128966 40.7030793)"
8795,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0145016 40.7030884, -74.0145338 40.7030842)"
8794,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0142772 40.7031019, -74.0143095 40.7031029)"
5096,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0128901 40.7030632, -74.0128742 40.7030672, -74.0126121 40.7031387, -74.0125959 40.7031432, -74.0125797 40.703148)"
21365,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0142874 40.7031262, -74.0142772 40.7031019)"
23403,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.013131 40.703178, -74.0131187 40.7031496)"
23480,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.0129275 40.7031818, -74.0129244 40.7031716)"
23482,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.013131 40.703178, -74.013524 40.7031798)"
23481,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0130957 40.7031826, -74.013131 40.703178)"
23484,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.0130808 40.7031846, -74.0130957 40.7031826)"
23402,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0129342 40.7032039, -74.0129275 40.7031818)"
23479,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.012957 40.7032009, -74.0129917 40.7031963)"
23483,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.012957 40.7032009, -74.0129342 40.7032039)"
8792,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0143622 40.7032316, -74.01433 40.7032322, -74.0143209 40.7032042)"
8793,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0145639 40.7032297, -74.0145294 40.7032302)"
5097,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0116859 40.7033761, -74.0117043 40.7033709, -74.0117305 40.7033641, -74.0124784 40.7031712, -74.0124886 40.7031686, -74.0125029 40.703166)"
21414,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0117271 40.7034695, -74.0129342 40.7032039)"
23408,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.013211 40.7035361, -74.0131726 40.7032512, -74.013131 40.703178)"
5090,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.013524 40.7031798, -74.0138425 40.7031915, -74.0141241 40.7032098, -74.01433 40.7032322, -74.0142802 40.7035543, -74.0141312 40.7035518, -74.0139879 40.7035493, -74.0133988 40.7035393, -74.013211 40.7035361)"
6732,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0129342 40.7032039, -74.013014 40.7035462)"
613,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0143892 40.7044793, -74.0143842 40.7044715, -74.0143721 40.7044429, -74.0143636 40.7044049, -74.0143622 40.7043847, -74.0143709 40.7043388, -74.0144012 40.7042144, -74.0144469 40.7039836, -74.0144662 40.7038646, -74.0145006 40.7036793, -74.0145164 40.7035776, -74.0145553 40.7033701, -74.0145625 40.7033203, -74.0145649 40.70327, -74.0145639 40.7032297, -74.0145538 40.7031606, -74.0145338 40.7030842, -74.0145067 40.7030075, -74.0144717 40.7029231, -74.0144371 40.7028594, -74.0144144 40.7028198, -74.0143761 40.702763, -74.0143132 40.7026909, -74.0142388 40.7026191, -74.0141786 40.7025575, -74.0141419 40.7025201, -74.0140373 40.7024018, -74.0139708 40.7023335)"
23407,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.013211 40.7035361, -74.0132136 40.7035575)"
21364,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.013014 40.7035462, -74.0117218 40.7035485)"
23405,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0130259 40.7035558, -74.013014 40.7035462)"
23409,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.0130259 40.7035558, -74.0130307 40.7035713)"
8791,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0145164 40.7035776, -74.014492 40.7035753)"
23451,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.0132224 40.7036261, -74.013223 40.7036309)"
21413,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0130332 40.7036468, -74.0122298 40.7036314, -74.0117159 40.7036218, -74.0116865 40.7036275)"
23445,,,,,,,,,,,,,,no,zebra,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,yes,,,,,,,,,,,"LINESTRING (-74.0130439 40.7036291, -74.0130464 40.7036399)"
23406,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0130464 40.7036399, -74.0130332 40.7036468)"
5091,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.013224 40.7036387, -74.0136715 40.703646, -74.0137062 40.7036466, -74.0137356 40.7036472, -74.0137667 40.7036478, -74.0138002 40.7036484, -74.0138331 40.703649, -74.0138771 40.7036502, -74.0139077 40.7036511, -74.0139374 40.7036519, -74.0142106 40.7036597, -74.0142676 40.7036668, -74.0142889 40.7036693)"
8790,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0144725 40.7036778, -74.0145006 40.7036793)"
6733,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0117172 40.7036107, -74.0117159 40.7036218, -74.0116901 40.7039826, -74.0123886 40.7040024, -74.0130968 40.7039995)"
21363,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0130332 40.7036468, -74.0130968 40.7039995, -74.0130998 40.7040162)"
23453,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.013252 40.7039794, -74.0132714 40.7039776)"
23452,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0132263 40.7039818, -74.013252 40.7039794)"
23456,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0132724 40.7039836, -74.0132977 40.703981, -74.0133008 40.7039811, -74.0133031 40.7039824, -74.0133037 40.7039842)"
23447,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.013161 40.7039986, -74.0130998 40.7040162)"
23448,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0130998 40.7040162, -74.0131006 40.7040203)"
3111,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0141192 40.7045211, -74.0141248 40.7044532, -74.0141527 40.7042993, -74.0142383 40.7038282, -74.0142676 40.7036668, -74.014269 40.703651)"
3110,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.013223 40.7036309, -74.013224 40.7036387, -74.0132252 40.7036568, -74.0132473 40.7038173, -74.0132714 40.7039776, -74.0132724 40.7039836, -74.0132914 40.7040986, -74.0133019 40.7041622, -74.0133243 40.7042973, -74.013349 40.7044461, -74.0133662 40.7045436)"
23449,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0131124 40.7040872, -74.0131138 40.7040965)"
23465,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0131015 40.7041075, -74.0130777 40.7041006, -74.0130448 40.7040974, -74.0128961 40.7040963, -74.0128344 40.704106, -74.0123386 40.7040991, -74.0122723 40.7040915, -74.0116864 40.7040777)"
23455,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0132719 40.7041001, -74.0132914 40.7040986)"
23454,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0132447 40.7041022, -74.0132719 40.7041001)"
23450,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0131138 40.7040965, -74.013175 40.7041091)"
23457,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0133304 40.7041549, -74.0133305 40.704157, -74.0133296 40.7041587, -74.0133277 40.7041598, -74.0133247 40.7041604, -74.0133019 40.7041622)"
23464,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0131793 40.7045935, -74.0131015 40.7041075, -74.0131138 40.7040965)"
8781,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0143524 40.7044934, -74.0143892 40.7044793)"
8778,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0144235 40.7045479, -74.0144435 40.7045217)"
8780,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0141159 40.7045539, -74.0141575 40.7045432)"
23460,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0133502 40.7045757, -74.013373 40.7045734)"
23462,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0133256 40.7045783, -74.0133502 40.7045757)"
23461,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-74.0132063 40.7045907, -74.0132635 40.7045847)"
23459,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0131793 40.7045935, -74.0132063 40.7045907)"
21089,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0141226 40.7046179, -74.0141025 40.7046027)"
8774,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,Greenwich Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0148975 40.7046753, -74.0149135 40.7046288)"
8772,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,Greenwich Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0151165 40.7046707, -74.015097 40.7047161)"
23463,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0139448 40.704909, -74.0139603 40.7048781, -74.0139926 40.7047891, -74.0140139 40.7047368, -74.0140355 40.704698, -74.0140592 40.7046623, -74.0140902 40.7046218, -74.0141025 40.7046027, -74.014108 40.7045922, -74.0141128 40.7045796, -74.0141146 40.7045696, -74.0141159 40.7045539, -74.0141192 40.7045211)"
21090,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0142361 40.7047038, -74.0142558 40.7047344)"
8779,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0142831 40.7047385, -74.0143023 40.7047095)"
593,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0143892 40.7044793, -74.014414 40.7045062, -74.0144435 40.7045217, -74.0144657 40.7045303, -74.0144942 40.704539, -74.0145403 40.7045503, -74.01462 40.7045672, -74.0147095 40.7045854, -74.0149135 40.7046288, -74.0150764 40.7046625, -74.0151165 40.7046707, -74.0152411 40.7046938, -74.0153834 40.7047188, -74.0154716 40.7047338, -74.0155637 40.7047468, -74.0156668 40.7047524, -74.0157682 40.7047564, -74.0158647 40.7047545, -74.015996 40.7047454, -74.0162644 40.7047228, -74.016467 40.704713, -74.0167781 40.7047048, -74.016801 40.7047056, -74.0168599 40.7047078, -74.0169731 40.7047184, -74.0170788 40.7047371)"
8764,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,West Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0162677 40.7047442, -74.0162644 40.7047228)"
8769,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,Washington Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0155637 40.7047468, -74.0155615 40.704769)"
8766,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,Washington Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0157679 40.7047795, -74.0157682 40.7047564)"
8762,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,West Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0172421 40.7047831, -74.0172285 40.7048171)"
611,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0168478 40.7049193, -74.0167719 40.7049062, -74.0167238 40.7049007, -74.0166757 40.7048991, -74.0166095 40.704906, -74.0165408 40.704922, -74.0164887 40.7049415)"
612,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0172492 40.7050101, -74.0171567 40.7049892, -74.0170003 40.7049537, -74.016937 40.7049394)"
8763,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,West Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0163124 40.7050186, -74.0163011 40.7049887)"
8768,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,Washington Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0155328 40.7049988, -74.0155497 40.7050291)"
610,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0163554 40.7050009, -74.0163124 40.7050186, -74.015757 40.7050526, -74.0156789 40.7050489)"
6698,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0110961 40.7018831, -74.0110705 40.7018898, -74.0109489 40.7019194, -74.0108766 40.701937, -74.0102165 40.7021014, -74.010178 40.7021112, -74.0101523 40.7021178, -74.0100869 40.7021344, -74.0100652 40.7021403, -74.0100491 40.7021449)"
22771,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0115982 40.7028544, -74.0115889 40.7028218, -74.0115802 40.7027915, -74.0115651 40.7027385, -74.0115314 40.7026211, -74.011501 40.7025149, -74.011432 40.7022739, -74.0114212 40.7022361, -74.0113172 40.7018723, -74.0113065 40.7018347, -74.0113021 40.7018194)"
23119,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-74.0091999 40.7025437, -74.0092337 40.7025253, -74.0094045 40.7024367, -74.0094243 40.7024271, -74.0095203 40.702381, -74.0100279 40.702152, -74.0100491 40.7021449)"
22774,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0113763 40.7029126, -74.0113682 40.7028829, -74.0113559 40.70284, -74.0113116 40.7026853, -74.0112493 40.7024676, -74.0112307 40.7024068, -74.0112225 40.702382, -74.0112123 40.7023515, -74.0110705 40.7018898, -74.0110646 40.7018732)"
